"depto","area","factor","sexo","uso_celular","tiene_celular","uso_internet"
12,2,672,2,1,1,1
12,2,672,2,1,2,1
12,2,672,1,1,1,1
12,2,672,2,1,1,1
12,2,672,1,2,2,NA
12,2,672,2,1,2,1
12,2,672,2,NA,NA,NA
12,2,672,2,2,2,NA
12,2,672,2,1,1,1
12,2,672,1,2,2,NA
12,2,672,2,1,1,1
12,2,672,1,1,1,1
12,2,672,1,NA,NA,NA
12,2,672,1,1,1,NA
12,2,672,2,1,1,2
12,2,672,1,2,2,NA
12,2,672,2,1,1,1
12,2,672,1,2,1,NA
12,2,672,2,2,2,NA
12,2,672,2,1,1,1
12,2,672,1,NA,NA,NA
12,2,672,2,NA,NA,NA
12,2,427,1,1,1,NA
12,2,427,2,2,2,NA
12,2,427,1,1,1,NA
12,2,427,2,2,2,NA
12,2,427,1,2,2,NA
12,2,427,2,NA,NA,NA
12,2,427,2,1,1,NA
12,2,427,2,1,1,NA
12,2,427,2,2,2,NA
12,2,427,2,2,2,NA
12,2,427,2,NA,NA,NA
12,2,427,1,1,1,NA
12,2,427,2,1,1,NA
12,2,427,1,2,2,NA
12,2,427,2,2,2,NA
12,2,427,2,2,2,NA
12,2,427,2,NA,NA,NA
12,2,427,2,NA,NA,NA
12,2,427,1,NA,NA,NA
12,2,427,2,1,2,NA
12,2,427,1,1,2,NA
12,2,427,1,2,2,NA
12,2,427,2,2,2,NA
12,2,427,2,2,2,NA
12,2,427,2,1,2,1
12,2,427,1,2,2,NA
12,2,427,1,1,1,NA
12,2,427,2,1,1,NA
12,2,427,2,2,2,NA
12,2,427,1,1,1,NA
12,2,427,1,2,1,NA
12,2,427,1,1,1,2
12,2,427,2,1,1,1
12,2,427,2,2,2,NA
12,2,427,1,2,2,NA
12,2,427,1,2,2,NA
12,1,883,1,1,1,NA
12,1,883,2,1,1,NA
12,1,883,1,1,1,1
12,1,883,1,1,1,NA
12,1,883,2,2,2,NA
12,1,883,1,2,2,NA
12,1,883,2,2,2,NA
12,1,883,1,NA,NA,NA
12,1,883,2,NA,NA,NA
12,1,883,1,1,1,2
12,1,883,2,2,2,NA
12,1,883,1,1,1,1
12,1,883,1,1,1,1
12,1,883,2,1,1,NA
12,1,883,1,2,2,NA
12,1,883,1,1,2,2
12,1,883,2,1,1,2
12,1,883,1,1,1,1
12,1,883,1,1,1,2
12,1,883,2,NA,NA,NA
12,1,883,1,1,1,NA
12,1,883,2,1,1,NA
12,1,883,1,2,2,NA
12,2,804,1,1,1,1
12,2,804,2,1,2,1
12,2,804,1,2,2,NA
12,2,804,1,2,2,NA
12,2,804,1,NA,NA,NA
12,2,804,1,2,1,NA
12,2,804,2,2,2,NA
12,2,804,1,1,1,1
12,2,804,1,1,1,1
12,2,804,1,2,2,NA
12,2,804,1,NA,NA,NA
12,2,804,2,2,1,NA
12,2,804,1,NA,NA,NA
12,2,804,2,NA,NA,NA
12,2,804,1,1,1,NA
12,2,804,2,1,1,NA
12,2,804,1,2,2,NA
12,2,804,1,2,2,NA
12,2,804,1,2,2,NA
12,2,804,2,2,2,NA
12,2,804,1,1,1,1
12,2,804,1,1,1,1
12,2,804,2,1,1,1
12,2,804,1,1,1,1
12,2,804,2,1,1,1
12,2,804,2,2,2,NA
12,2,804,2,2,2,NA
12,2,804,1,NA,NA,NA
12,2,804,1,NA,NA,NA
12,2,743,1,1,1,1
12,2,743,2,1,1,1
12,2,743,2,1,1,1
12,2,743,2,1,1,1
12,2,743,2,1,1,1
12,2,743,2,1,2,1
12,2,743,2,2,2,NA
12,2,743,2,1,1,1
12,2,743,1,1,1,1
12,2,743,2,NA,NA,NA
12,2,743,1,1,1,NA
12,2,743,2,1,1,1
12,2,743,2,1,1,1
12,2,743,1,1,1,1
12,2,743,1,2,2,NA
12,2,743,2,2,2,NA
12,2,743,2,2,2,NA
12,2,743,2,1,1,2
12,2,743,1,2,2,NA
12,2,743,1,1,2,NA
12,2,743,1,1,1,2
12,2,743,2,1,1,1
12,2,743,1,1,1,1
12,2,743,1,2,2,NA
12,2,743,2,NA,NA,NA
12,2,743,1,1,1,1
12,2,743,2,1,1,1
12,2,743,2,1,1,1
12,2,743,2,1,2,1
12,2,743,1,1,2,NA
12,2,743,1,1,1,NA
12,2,743,2,1,1,1
12,2,743,1,1,1,1
12,2,743,1,1,2,1
12,2,743,1,1,1,1
12,2,743,1,1,1,1
12,2,743,2,1,1,1
12,2,743,2,1,1,1
12,2,743,1,1,1,1
12,2,743,2,1,1,1
12,2,743,1,1,1,NA
12,2,743,1,NA,NA,NA
12,2,743,1,1,1,1
12,2,743,2,1,1,1
12,2,743,1,NA,NA,NA
12,2,743,1,2,2,NA
12,2,743,2,1,1,NA
12,2,743,2,2,2,NA
12,2,743,2,NA,NA,NA
12,2,743,2,NA,NA,NA
12,1,674,1,1,1,2
12,1,674,2,2,2,NA
12,1,674,1,1,2,NA
12,1,674,1,2,2,NA
12,1,674,1,2,2,NA
12,1,674,2,NA,NA,NA
12,1,674,2,1,1,NA
12,1,674,1,1,1,1
12,1,674,1,2,2,NA
12,1,674,1,NA,NA,NA
12,1,674,2,1,1,1
12,1,674,2,1,2,NA
12,1,674,1,NA,NA,NA
12,1,674,2,NA,NA,NA
12,1,674,1,1,1,NA
12,1,674,2,1,1,1
12,1,674,1,1,1,NA
12,1,674,1,1,1,NA
12,1,674,1,NA,NA,NA
12,1,674,1,2,1,NA
12,1,674,2,1,1,NA
12,1,674,1,2,2,NA
12,1,674,1,2,2,NA
12,1,674,2,NA,NA,NA
12,1,674,1,NA,NA,NA
12,2,778,1,1,1,NA
12,2,778,2,2,1,NA
12,2,778,2,1,1,1
12,2,778,2,1,1,1
12,2,778,2,1,2,1
12,2,778,2,1,2,1
12,2,778,2,1,1,1
12,2,778,1,1,1,NA
12,2,778,2,2,2,NA
12,2,778,2,NA,NA,NA
12,2,778,2,NA,NA,NA
12,2,778,1,NA,NA,NA
12,2,778,2,2,2,NA
12,2,778,2,NA,NA,NA
12,2,778,1,1,1,1
12,2,778,2,1,1,1
12,2,778,1,1,1,1
12,2,778,2,NA,NA,NA
12,2,778,2,1,1,1
12,2,778,2,1,1,1
12,2,778,1,1,1,NA
12,2,778,1,2,2,NA
12,2,778,2,1,1,1
12,2,778,1,1,1,1
12,2,778,1,1,1,2
12,2,778,2,1,1,2
12,2,778,2,2,2,NA
12,2,778,2,NA,NA,NA
12,2,778,2,2,2,NA
12,1,891,1,1,1,NA
12,1,891,2,1,1,1
12,1,891,2,2,2,NA
12,1,891,2,1,1,1
12,1,891,2,1,1,1
12,1,891,2,1,1,1
12,1,891,2,NA,NA,NA
12,1,891,1,1,1,1
12,1,891,2,1,1,1
12,1,891,1,1,1,1
12,1,891,2,2,2,NA
12,1,891,1,NA,NA,NA
12,1,891,1,1,2,1
12,1,891,1,1,1,1
12,1,891,2,1,1,NA
12,1,891,2,1,1,1
12,1,891,2,1,1,1
12,1,891,1,2,2,NA
12,2,769,1,1,1,1
12,2,769,2,1,1,1
12,2,769,2,NA,NA,NA
12,2,769,2,NA,NA,NA
12,2,769,1,1,1,1
12,2,769,2,1,1,1
12,2,769,2,NA,NA,NA
12,2,769,1,2,2,NA
12,2,769,2,1,1,1
12,2,769,2,2,2,NA
12,2,769,2,1,1,1
12,2,769,1,1,1,1
12,2,769,2,1,1,NA
12,2,769,2,1,1,1
12,2,769,1,1,1,1
12,2,769,1,1,1,NA
12,2,769,1,1,1,1
12,2,769,1,1,1,1
12,2,769,2,2,2,NA
12,2,769,2,1,1,1
12,2,769,1,1,1,1
12,2,769,1,1,1,1
12,2,769,2,1,1,1
12,2,769,2,1,1,1
12,2,769,2,2,1,NA
12,2,769,2,2,2,NA
12,2,769,2,2,2,NA
12,2,769,1,1,1,1
12,2,769,2,1,1,1
12,2,769,2,2,2,NA
12,2,769,1,2,2,NA
12,2,769,1,1,2,2
12,2,448,1,1,1,NA
12,2,448,2,1,2,NA
12,2,448,1,2,2,NA
12,2,448,2,NA,NA,NA
12,2,448,2,NA,NA,NA
12,2,448,1,1,1,NA
12,2,448,2,2,2,NA
12,2,448,2,2,2,NA
12,2,448,2,NA,NA,NA
12,2,448,2,1,1,1
12,2,448,2,2,2,NA
12,2,448,2,2,2,NA
12,2,448,1,NA,NA,NA
12,2,448,1,1,1,1
12,2,448,2,1,1,1
12,2,448,1,1,1,2
12,2,448,2,1,1,1
12,2,448,2,2,2,NA
12,2,448,1,2,2,NA
12,2,448,1,1,1,1
12,2,448,2,1,1,1
12,2,448,2,1,1,1
12,2,448,1,1,1,NA
12,2,448,2,2,2,NA
12,2,448,1,1,1,1
12,2,448,2,2,2,NA
12,2,448,1,1,2,NA
12,2,448,1,1,1,2
12,2,448,2,1,2,2
12,2,448,2,2,2,NA
12,2,448,1,NA,NA,NA
13,1,1353,1,1,1,1
13,1,1353,2,2,2,NA
13,1,1353,1,1,1,1
13,1,1353,1,1,1,1
13,1,1353,2,2,2,NA
13,1,1353,1,1,1,NA
13,1,1353,2,1,1,1
13,1,1353,2,1,2,1
13,1,1353,1,NA,NA,NA
13,1,1353,1,1,1,NA
13,1,1353,2,1,1,1
13,1,1353,1,1,1,1
13,1,1353,2,1,1,1
13,1,1353,1,1,1,1
13,1,1353,2,1,1,1
13,1,1353,1,NA,NA,NA
13,1,1353,1,NA,NA,NA
13,1,1353,1,1,1,1
13,1,1353,2,1,1,1
13,1,1353,2,1,1,NA
13,1,1353,2,2,2,NA
13,1,1353,1,1,1,1
13,1,1353,2,1,1,1
13,1,1353,1,NA,NA,NA
13,1,1353,1,1,1,NA
13,2,414,1,1,1,1
13,2,414,2,1,1,1
13,2,414,1,1,1,1
13,2,414,1,2,2,NA
13,2,414,1,2,2,NA
13,2,414,1,1,1,1
13,2,414,2,1,1,1
13,2,414,2,2,2,NA
13,2,414,1,2,2,NA
13,2,414,1,2,2,NA
13,2,414,2,2,2,NA
13,2,414,1,2,2,NA
13,2,414,1,NA,NA,NA
13,2,414,2,NA,NA,NA
13,2,414,1,1,1,1
13,2,414,2,2,2,NA
13,2,414,2,2,2,NA
13,2,414,1,2,2,NA
13,2,414,2,2,2,NA
13,2,414,1,2,2,NA
13,2,414,2,2,2,NA
13,2,414,1,2,2,NA
13,2,414,2,NA,NA,NA
13,2,414,2,NA,NA,NA
13,2,414,1,1,1,NA
13,2,414,2,2,2,NA
13,2,414,2,2,2,NA
13,2,414,1,2,2,NA
13,2,414,1,2,2,NA
13,2,414,2,2,2,NA
13,2,414,1,1,1,NA
13,2,414,2,1,1,1
13,2,414,2,2,2,NA
13,2,414,2,1,1,1
13,2,414,1,NA,NA,NA
13,2,414,2,1,1,1
13,2,414,2,2,2,NA
13,2,414,2,2,2,NA
13,2,414,1,NA,NA,NA
13,1,1364,1,2,2,NA
13,1,1364,2,2,2,NA
13,1,1364,1,2,2,NA
13,1,1364,2,1,2,NA
13,1,1364,1,2,2,NA
13,1,1364,2,1,1,1
13,1,1364,2,1,1,1
13,1,1364,2,1,2,1
13,1,1364,2,1,1,NA
13,1,1364,1,2,2,NA
13,1,1364,2,1,1,1
13,2,862,1,1,1,1
13,2,862,2,1,1,1
13,2,862,2,NA,NA,NA
13,2,862,2,NA,NA,NA
13,2,862,2,NA,NA,NA
13,2,862,1,1,1,1
13,2,862,2,1,1,2
13,2,862,1,1,1,1
13,2,862,2,2,2,NA
13,2,862,1,NA,NA,NA
13,2,862,1,1,1,1
13,2,862,2,1,1,NA
13,2,862,2,2,2,NA
13,2,862,2,1,1,1
13,2,862,2,2,2,1
13,2,862,1,NA,NA,NA
13,2,862,1,1,1,1
13,2,862,2,1,1,1
13,2,862,2,2,2,NA
13,2,862,2,2,2,NA
13,2,862,2,NA,NA,NA
13,2,862,2,NA,NA,NA
13,1,621,1,1,1,1
13,1,621,2,1,1,1
13,1,621,1,1,1,1
13,1,621,2,1,1,1
13,1,621,1,1,1,1
13,1,621,2,1,1,1
13,1,621,2,1,2,1
13,1,621,2,2,2,NA
13,1,621,2,1,1,1
13,1,621,1,2,2,NA
13,1,621,2,1,1,2
13,1,621,1,2,2,NA
13,1,621,2,2,2,NA
13,1,621,2,1,1,1
13,1,621,2,1,2,1
13,1,621,1,1,1,1
13,1,621,2,2,2,NA
13,1,621,1,2,2,NA
13,1,621,1,2,2,NA
13,1,621,2,1,1,NA
13,1,621,1,1,1,1
13,1,621,2,1,1,1
13,1,621,2,1,1,1
13,1,621,1,NA,NA,NA
13,1,621,2,1,1,1
13,1,621,1,1,1,1
13,1,621,2,NA,NA,NA
13,2,579,1,1,1,2
13,2,579,2,1,1,2
13,2,579,1,2,2,NA
13,2,579,2,2,2,NA
13,2,579,2,2,2,NA
13,2,579,1,NA,NA,NA
13,2,579,2,NA,NA,NA
13,2,579,2,NA,NA,NA
13,2,579,2,NA,NA,NA
13,2,579,1,1,1,1
13,2,579,2,1,1,1
13,2,579,2,1,1,1
13,2,579,1,1,1,1
13,2,579,2,1,1,2
13,2,579,2,1,1,NA
13,2,579,1,1,1,2
13,2,579,2,1,1,2
13,2,579,2,1,1,2
13,2,579,2,1,1,1
13,2,579,2,NA,NA,NA
13,2,579,1,NA,NA,NA
13,2,579,1,2,2,NA
13,2,579,2,NA,NA,NA
13,2,579,2,1,1,NA
13,2,579,2,1,1,NA
13,2,579,1,1,1,1
13,2,579,1,1,1,NA
13,2,579,2,1,1,NA
13,2,579,1,1,1,1
13,2,579,1,1,1,NA
13,2,579,2,2,2,NA
13,2,579,2,1,1,NA
13,2,579,2,2,2,NA
13,2,579,1,1,1,NA
13,2,579,1,1,1,NA
13,2,579,1,1,1,1
13,2,579,2,1,1,1
13,2,579,2,NA,NA,NA
13,2,579,2,NA,NA,NA
13,2,579,1,1,1,2
13,2,579,2,2,2,NA
13,2,579,2,1,1,NA
13,2,579,2,2,2,NA
13,2,579,1,2,2,NA
13,1,848,2,1,1,NA
13,1,848,2,1,1,1
13,1,848,1,1,1,1
13,1,848,2,NA,NA,NA
13,1,848,1,1,1,NA
13,1,848,2,1,1,NA
13,1,848,1,2,2,NA
13,1,848,1,2,2,NA
13,1,848,1,NA,NA,NA
13,1,848,1,NA,NA,NA
13,1,848,1,2,2,NA
13,1,848,2,1,1,NA
13,1,848,1,2,2,NA
13,1,848,2,NA,NA,NA
13,1,848,1,1,1,1
13,1,848,2,1,1,1
13,1,848,1,1,1,1
13,1,848,1,NA,NA,NA
13,1,848,2,1,1,1
13,1,848,1,1,1,1
13,1,848,2,1,1,1
13,1,848,1,1,1,1
13,1,848,2,NA,NA,NA
13,1,242,1,2,2,NA
13,1,242,2,2,2,NA
13,1,242,2,2,2,NA
13,1,242,2,1,1,1
13,1,242,1,NA,NA,NA
13,1,242,1,2,2,NA
13,1,242,2,1,1,1
13,1,242,1,2,2,NA
13,1,242,2,NA,NA,NA
13,1,242,1,1,1,1
13,1,242,2,2,2,NA
13,1,242,2,1,1,1
13,1,242,1,1,1,1
13,1,242,2,1,1,1
13,1,242,1,1,1,1
13,1,242,1,NA,NA,NA
13,1,242,2,1,1,1
13,1,242,1,2,2,NA
13,1,242,1,1,1,NA
13,1,242,2,2,2,NA
13,2,242,2,1,1,1
13,2,242,1,1,1,1
13,2,242,2,1,1,NA
13,2,242,1,1,1,1
13,2,242,1,1,1,1
13,2,242,1,1,1,NA
13,2,242,1,1,1,1
13,2,242,1,1,1,1
13,2,242,2,2,2,NA
13,2,242,1,NA,NA,NA
13,2,242,2,NA,NA,NA
13,2,242,1,1,1,1
13,2,242,2,1,1,NA
13,2,242,1,2,2,NA
13,2,242,1,2,2,NA
13,2,712,1,1,1,1
13,2,712,2,1,1,1
13,2,712,2,1,1,1
13,2,712,2,1,1,NA
13,2,712,2,1,1,2
13,2,712,2,2,2,NA
13,2,712,2,2,2,NA
13,2,712,1,1,1,1
13,2,712,2,1,1,1
13,2,712,2,1,1,1
13,2,712,2,1,1,1
13,2,712,2,1,1,1
13,2,712,1,1,2,2
13,2,712,1,1,1,1
13,2,712,2,1,1,1
13,2,712,2,NA,NA,NA
13,2,712,1,1,1,1
13,2,712,2,1,1,1
13,2,712,2,1,2,2
13,2,712,1,1,1,1
13,2,712,2,1,1,NA
13,2,712,2,NA,NA,NA
13,2,712,1,1,1,1
13,2,712,2,1,1,1
13,2,712,1,2,2,NA
13,1,735,1,1,1,1
13,1,735,2,1,1,2
13,1,735,2,1,1,1
13,1,735,2,2,2,NA
13,1,735,2,1,1,1
13,1,735,1,NA,NA,NA
13,1,735,1,1,1,2
13,1,735,2,1,1,NA
13,1,735,2,2,2,NA
13,1,735,2,2,2,NA
13,1,735,1,2,2,NA
13,1,735,1,NA,NA,NA
13,1,735,1,1,1,2
13,1,735,2,2,2,NA
13,1,735,2,2,2,NA
13,1,735,2,1,1,2
13,1,735,1,1,1,2
13,1,735,2,2,2,NA
13,1,735,1,2,2,NA
13,1,735,2,NA,NA,NA
13,1,735,2,2,2,NA
13,1,735,1,NA,NA,NA
13,1,735,1,1,1,NA
13,1,735,2,2,2,NA
13,1,735,2,NA,NA,NA
13,1,735,2,1,1,1
13,1,735,1,1,1,1
13,1,735,2,2,2,NA
13,1,735,1,1,1,1
13,1,735,1,1,1,NA
13,1,735,2,1,1,1
13,1,735,2,2,2,NA
13,1,735,1,2,2,NA
13,1,735,1,2,2,NA
13,1,735,2,NA,NA,NA
13,1,735,1,1,1,NA
13,1,735,2,1,1,NA
13,1,735,1,2,2,NA
13,1,735,1,NA,NA,NA
13,1,735,1,1,1,NA
13,1,735,2,1,1,NA
13,1,735,1,1,1,1
13,1,735,2,1,2,2
13,1,735,2,2,2,NA
13,1,735,2,NA,NA,NA
13,1,735,1,2,2,NA
13,1,735,2,NA,NA,NA
13,1,735,2,2,2,NA
13,1,735,2,1,1,1
13,1,735,2,2,2,NA
13,1,735,1,NA,NA,NA
13,1,735,1,NA,NA,NA
13,1,735,2,1,1,1
13,1,735,1,1,1,1
13,1,735,2,1,1,NA
13,1,735,2,2,2,NA
13,1,735,2,2,2,NA
13,1,735,1,2,2,NA
13,1,735,2,NA,NA,NA
13,2,708,1,1,1,2
13,2,708,2,1,1,2
13,2,708,2,2,2,NA
13,2,708,2,NA,NA,NA
13,2,708,1,1,1,1
13,2,708,2,2,2,NA
13,2,708,2,2,2,NA
13,2,708,2,NA,NA,NA
13,2,708,1,1,1,1
13,2,708,2,2,2,NA
13,2,708,2,2,2,NA
13,2,708,1,2,2,NA
13,2,708,2,2,2,NA
13,2,708,2,NA,NA,NA
13,2,708,2,2,2,NA
13,2,708,2,1,1,1
13,2,708,2,1,1,NA
13,2,708,2,1,1,2
13,2,708,1,1,1,1
13,2,708,2,1,1,1
13,2,708,1,NA,NA,NA
13,2,708,2,NA,NA,NA
13,2,708,1,1,1,1
13,2,708,2,1,1,1
13,2,708,2,NA,NA,NA
13,2,708,2,NA,NA,NA
13,2,708,1,1,1,2
13,2,708,2,2,2,NA
13,2,708,2,2,2,NA
13,2,708,1,2,2,NA
13,2,708,2,2,2,NA
13,2,708,2,2,2,NA
13,2,708,2,2,2,NA
13,2,708,1,1,1,1
13,2,708,2,1,1,1
13,2,708,2,NA,NA,NA
13,2,708,2,2,2,NA
13,2,708,2,1,1,1
13,2,708,1,1,1,1
13,2,708,1,NA,NA,NA
13,1,882,2,1,1,1
13,1,882,2,2,2,NA
13,1,882,1,NA,NA,NA
13,1,882,2,1,1,1
13,1,882,1,1,1,1
13,1,882,2,2,2,NA
13,1,882,1,1,1,1
13,1,882,2,1,1,1
13,1,882,2,1,1,1
13,1,882,1,NA,NA,NA
13,1,882,2,NA,NA,NA
13,1,882,1,1,1,NA
13,1,882,2,1,1,1
13,1,882,1,1,1,1
13,1,882,2,1,2,1
13,1,882,1,NA,NA,NA
13,1,882,1,NA,NA,NA
13,1,882,1,1,1,NA
13,1,882,2,1,1,1
13,1,882,2,1,1,NA
13,1,882,2,1,2,2
13,1,882,2,1,1,1
13,1,882,1,NA,NA,NA
13,1,882,2,2,2,NA
13,1,882,2,1,1,1
13,1,882,1,1,1,NA
13,1,882,1,2,2,NA
13,1,882,2,2,2,1
13,1,882,2,2,2,NA
13,1,882,1,NA,NA,NA
13,1,882,2,NA,NA,NA
13,1,882,1,NA,NA,NA
13,1,882,2,1,1,1
13,1,882,1,1,2,1
13,1,882,2,2,2,NA
13,2,743,1,1,1,NA
13,2,743,2,1,1,NA
13,2,743,2,2,2,NA
13,2,743,1,1,1,1
13,2,743,1,1,2,1
13,2,743,2,2,2,NA
13,2,743,1,1,1,1
13,2,743,2,1,1,1
13,2,743,2,1,2,NA
13,2,743,1,2,2,NA
13,2,743,2,NA,NA,NA
13,2,743,2,NA,NA,NA
13,2,743,1,1,1,NA
13,2,743,2,1,1,1
13,2,743,1,1,2,2
13,2,743,1,1,1,1
13,2,743,1,1,1,1
13,2,743,2,2,2,NA
13,2,743,2,2,2,NA
13,2,743,2,2,2,NA
13,2,743,2,1,1,NA
13,2,743,1,2,2,NA
13,2,743,1,2,2,NA
13,2,743,1,2,2,NA
13,2,743,2,2,2,NA
13,2,743,1,2,2,NA
13,2,743,2,1,1,NA
13,2,743,1,1,1,1
13,2,743,2,1,1,1
13,2,743,2,NA,NA,NA
13,2,743,1,1,1,1
13,2,743,2,2,2,NA
13,2,743,1,1,1,1
13,2,743,1,NA,NA,NA
13,2,743,2,NA,NA,NA
13,2,743,1,1,1,1
13,2,743,2,2,2,NA
13,2,743,1,2,2,NA
13,2,743,1,1,1,1
13,2,743,2,1,1,2
13,2,743,2,2,2,NA
13,2,743,1,NA,NA,NA
13,2,743,2,NA,NA,NA
13,2,743,1,1,1,NA
13,2,743,2,1,1,NA
13,2,743,2,2,2,NA
13,2,743,1,NA,NA,NA
13,2,743,2,NA,NA,NA
13,2,743,1,1,1,1
13,2,743,2,2,2,NA
13,2,743,2,NA,NA,NA
13,2,425,1,1,1,1
13,2,425,2,1,1,NA
13,2,425,2,1,1,1
13,2,425,1,NA,NA,NA
13,2,425,2,1,1,1
13,2,425,1,1,1,1
13,2,425,2,1,1,NA
13,2,425,1,1,1,NA
13,2,425,2,1,1,1
13,2,425,2,2,2,NA
13,2,425,2,NA,NA,NA
13,2,425,1,1,1,NA
13,2,425,2,1,1,1
13,2,425,1,1,2,1
13,2,425,2,1,1,1
13,2,425,1,NA,NA,NA
13,2,425,1,2,2,NA
13,2,425,2,2,2,NA
13,2,425,1,1,1,1
13,2,425,2,1,1,NA
13,2,425,1,2,2,NA
13,2,425,1,1,1,1
13,2,425,2,1,1,1
13,2,425,2,NA,NA,NA
13,2,425,2,1,1,1
13,2,425,2,2,2,NA
13,2,425,1,2,2,2
13,2,425,1,NA,NA,NA
13,2,406,1,1,1,1
13,2,406,2,1,1,1
13,2,406,2,NA,NA,NA
13,2,406,1,1,1,NA
13,2,406,2,1,1,NA
13,2,406,1,1,1,NA
13,2,406,2,2,2,NA
13,2,406,1,2,2,NA
13,2,406,1,1,1,1
13,2,406,2,1,1,1
13,2,406,1,1,1,1
13,2,406,1,NA,NA,NA
13,2,406,1,1,1,1
13,2,406,2,2,2,NA
13,2,406,2,2,2,NA
13,2,406,2,2,2,NA
13,2,406,1,1,1,1
13,2,406,2,2,2,NA
13,2,406,1,2,2,NA
13,2,406,1,2,2,NA
13,2,406,1,NA,NA,NA
13,2,406,1,1,1,NA
13,2,406,2,2,2,NA
13,2,406,2,2,2,NA
13,2,406,1,1,1,1
13,2,406,2,1,1,1
13,2,406,2,1,1,1
13,2,406,1,2,2,NA
13,2,406,1,1,1,NA
13,2,406,2,2,2,NA
13,2,406,2,1,1,NA
13,2,406,2,2,2,NA
13,2,406,1,2,2,NA
13,2,406,2,2,2,NA
14,1,534,2,1,1,NA
14,1,534,1,1,1,NA
14,1,534,2,1,2,NA
14,1,534,1,1,1,NA
14,1,534,2,1,1,1
14,1,534,2,1,1,NA
14,1,534,1,1,1,NA
14,1,534,2,1,2,1
14,1,534,1,1,2,NA
14,1,534,1,1,1,1
14,1,534,2,1,1,1
14,1,534,2,NA,NA,NA
14,1,534,1,1,1,NA
14,1,534,2,1,2,NA
14,1,534,2,NA,NA,NA
14,1,534,2,1,1,NA
14,1,534,1,1,1,1
14,2,554,1,1,1,NA
14,2,554,2,2,2,NA
14,2,554,2,1,1,NA
14,2,554,2,2,2,NA
14,2,554,1,2,2,NA
14,2,554,2,NA,NA,NA
14,2,554,2,NA,NA,NA
14,2,554,1,1,1,1
14,2,554,2,2,2,NA
14,2,554,2,1,1,1
14,2,554,2,1,1,1
14,2,554,2,NA,NA,NA
14,2,554,1,2,2,NA
14,2,554,2,1,1,NA
14,2,554,2,2,2,NA
14,2,554,2,NA,NA,NA
14,2,554,1,2,2,NA
14,2,554,2,1,1,NA
14,2,554,1,1,2,NA
14,2,554,1,1,1,NA
14,2,554,2,1,1,NA
14,2,554,1,2,2,NA
14,2,554,2,NA,NA,NA
14,2,554,2,NA,NA,NA
14,2,554,1,NA,NA,NA
14,2,554,1,1,1,1
14,2,554,2,1,1,1
14,2,554,2,1,1,1
14,1,961,1,1,1,1
14,1,961,2,1,1,2
14,1,961,1,1,1,2
14,1,961,2,1,1,NA
14,1,961,2,2,2,NA
14,1,961,2,2,2,NA
14,1,961,2,2,2,NA
14,1,961,2,2,2,NA
14,1,961,2,2,2,NA
14,1,961,1,1,1,1
14,1,961,2,1,1,2
14,1,961,2,2,2,NA
14,1,961,2,NA,NA,NA
14,1,961,1,2,1,NA
14,1,961,2,2,2,NA
14,1,961,2,1,1,NA
14,1,961,2,1,1,NA
14,1,961,1,1,1,NA
14,1,961,1,2,2,NA
14,1,961,1,2,2,NA
14,1,961,2,NA,NA,NA
14,1,961,1,1,1,NA
14,1,961,2,1,1,NA
14,1,961,1,1,1,NA
14,1,961,1,1,1,NA
14,1,961,1,2,2,NA
14,1,961,2,2,2,NA
14,1,961,2,2,2,NA
14,1,961,2,NA,NA,NA
14,1,961,2,NA,NA,NA
14,2,790,1,1,1,NA
14,2,790,2,2,2,NA
14,2,790,2,1,1,NA
14,2,790,2,1,1,NA
14,2,790,2,1,1,NA
14,2,790,2,2,2,NA
14,2,790,1,2,2,NA
14,2,790,1,2,2,NA
14,2,790,1,1,1,1
14,2,790,2,1,1,1
14,2,790,2,1,1,1
14,2,790,2,1,1,1
14,2,790,1,1,1,NA
14,2,790,2,1,1,2
14,2,790,1,1,1,1
14,2,790,2,1,1,1
14,2,790,1,1,1,NA
14,2,790,2,1,1,NA
14,2,790,2,1,1,1
14,2,790,1,2,2,NA
14,2,790,1,NA,NA,NA
14,2,790,2,1,1,1
14,2,790,2,1,1,1
14,2,790,1,NA,NA,NA
14,2,790,2,1,1,1
14,2,790,1,NA,NA,NA
14,2,790,2,2,2,NA
14,2,790,1,1,1,NA
14,2,790,2,1,1,NA
14,2,790,2,2,2,NA
14,2,790,2,2,2,NA
14,2,790,2,NA,NA,NA
14,2,790,1,1,1,2
14,2,790,2,1,1,NA
14,2,790,1,2,2,NA
14,2,790,1,1,1,1
14,2,790,1,2,2,NA
14,2,790,2,2,2,NA
14,2,790,2,2,2,NA
14,2,790,2,2,2,NA
14,2,790,1,2,1,NA
14,2,790,2,1,1,NA
14,2,790,1,NA,NA,NA
14,2,790,1,1,1,1
14,2,790,2,2,2,NA
14,2,790,2,1,1,1
14,2,790,1,1,1,2
14,2,790,2,1,1,1
14,2,790,1,NA,NA,NA
14,2,790,1,1,1,NA
14,2,790,2,1,1,NA
14,2,790,2,1,1,1
14,2,790,2,1,2,1
14,2,790,2,NA,NA,NA
14,1,612,1,1,1,NA
14,1,612,2,1,1,NA
14,1,612,1,NA,NA,NA
14,1,612,2,NA,NA,NA
14,1,612,1,1,1,NA
14,1,612,2,1,1,NA
14,1,612,2,2,2,NA
14,1,612,2,2,2,NA
14,1,612,2,2,2,NA
